,t,ax,ay,az,wx,wy,wz
7914,26839.0,-2.82,7.42,4.63,3.07,-1.52,1.46
7915,26842.0,-3.19,7.08,4.57,3.0,-1.49,1.47
7916,26846.0,-3.45,6.58,4.57,2.88,-1.44,1.39
7917,26859.0,-2.47,7.1,4.1,3.28,-1.23,1.1
7918,26862.0,-1.96,8.18,4.01,3.35,-1.27,1.28
7919,26865.0,-2.23,7.69,4.06,3.32,-1.29,1.45
7920,26869.0,-2.33,7.33,4.2,3.08,-1.34,1.55
7921,26872.0,-2.19,7.02,3.92,3.05,-1.39,1.56
7922,26875.0,-2.73,6.52,4.95,2.79,-1.43,1.45
7923,26878.0,-2.7,7.15,4.92,2.32,-1.56,1.39
7924,26882.0,-2.64,7.48,4.28,2.21,-1.66,1.37
7925,26885.0,-2.48,7.67,4.46,2.04,-1.7,1.39
7926,26888.0,-2.15,7.78,4.2,1.92,-1.79,1.48
7927,26891.0,-1.91,7.65,4.22,1.82,-1.85,1.55
7928,26895.0,-1.64,7.46,3.94,1.71,-1.96,1.61
7929,26898.0,-1.62,7.38,4.04,1.52,-2.03,1.65
7930,26901.0,-1.4,7.41,3.7,1.12,-2.12,1.66
7931,26904.0,-1.15,7.35,3.61,0.77,-2.16,1.64
7932,26907.0,-1.02,7.61,3.75,0.22,-2.25,1.63
7933,26911.0,-0.94,7.63,3.27,-0.2,-2.33,1.64
7934,26914.0,-1.01,7.45,3.26,-0.58,-2.36,1.64
7935,26917.0,-0.79,7.16,3.74,-1.01,-2.46,1.65
7936,26920.0,-0.8,7.04,3.65,-1.17,-2.6,1.64
7937,26924.0,-0.66,6.97,3.17,-1.06,-2.69,1.59
7938,26927.0,-0.34,6.84,2.54,-0.7,-2.71,1.51
7939,26930.0,0.02,6.77,1.9,-0.16,-2.67,1.39
7940,26933.0,0.13,6.95,1.45,0.27,-2.56,1.3
7941,26937.0,0.21,7.18,1.32,0.65,-2.42,1.22
7942,26940.0,0.28,7.4,1.35,0.92,-2.27,1.18
7943,26943.0,0.37,7.59,1.46,1.16,-2.13,1.15
7944,26946.0,0.57,7.86,1.53,1.46,-1.96,1.11
7945,26949.0,0.55,7.82,1.63,1.68,-1.83,1.08
7946,26953.0,0.55,7.91,1.88,1.88,-1.71,1.03
7947,26956.0,0.57,7.92,2.18,2.02,-1.62,0.99
7948,26959.0,0.52,8.06,2.52,2.07,-1.58,0.97
7949,26962.0,0.54,8.23,2.7,2.03,-1.57,0.98
7950,26966.0,0.47,8.28,2.68,1.97,-1.57,1.01
7951,26969.0,0.43,8.35,2.61,1.89,-1.56,1.03
7952,26972.0,0.28,8.31,2.63,1.81,-1.54,1.06
7953,26975.0,0.19,8.26,2.72,1.7,-1.52,1.08
7954,26978.0,0.15,8.17,2.77,1.65,-1.51,1.1
7955,26982.0,0.15,8.19,2.7,1.6,-1.5,1.11
7956,26985.0,0.22,8.06,2.44,1.59,-1.48,1.13
7957,26988.0,0.23,7.97,2.17,1.59,-1.43,1.13
7958,26991.0,0.29,8.02,2.02,1.52,-1.35,1.14
7959,26994.0,0.28,7.86,1.84,1.49,-1.28,1.15
7960,26998.0,0.37,7.8,1.77,1.49,-1.19,1.14
7961,27001.0,0.48,7.9,1.67,1.49,-1.11,1.13
7962,27004.0,0.61,7.95,1.63,1.43,-1.03,1.13
7963,27007.0,0.83,7.86,1.45,1.29,-0.94,1.14
7964,27011.0,1.07,8.01,1.32,1.18,-0.87,1.15
7965,27014.0,1.3,8.11,1.28,1.08,-0.81,1.18
7966,27017.0,1.45,8.16,1.13,1.01,-0.76,1.19
7967,27020.0,1.63,8.08,1.3,1.0,-0.7,1.2
7968,27023.0,1.66,7.09,1.85,1.26,-0.73,1.15
7969,27027.0,1.41,6.64,1.77,1.58,-0.79,1.05
7970,27030.0,1.18,6.88,1.36,1.83,-0.8,0.97
7971,27033.0,1.09,7.58,0.9,1.96,-0.74,0.93
7972,27036.0,1.21,8.24,0.78,1.98,-0.64,0.94
7973,27039.0,1.57,8.86,0.85,1.92,-0.54,0.98
7974,27043.0,1.79,8.93,1.01,1.94,-0.51,1.01
7975,27046.0,1.87,8.89,0.91,1.99,-0.49,1.04
7976,27049.0,1.87,8.98,0.86,2.04,-0.46,1.05
7977,27052.0,1.84,8.8,1.03,2.1,-0.44,1.09
7978,27056.0,1.83,8.79,1.09,2.29,-0.46,1.11
7979,27059.0,1.84,8.52,1.13,2.55,-0.49,1.13
7980,27062.0,1.88,8.76,1.14,2.77,-0.53,1.15
7981,27065.0,1.76,8.56,1.21,3.03,-0.56,1.18
7982,27068.0,1.46,8.61,1.44,3.45,-0.62,1.18
7983,27072.0,1.52,8.67,1.43,3.75,-0.67,1.21
7984,27075.0,1.47,8.82,1.17,3.89,-0.68,1.23
7985,27078.0,1.58,9.33,0.71,3.96,-0.65,1.26
7986,27081.0,1.81,9.83,0.53,3.98,-0.58,1.31
7987,27084.0,1.97,9.62,0.4,3.92,-0.49,1.38
7988,27088.0,1.93,9.57,0.46,3.76,-0.42,1.38
7989,27091.0,2.01,9.64,0.42,3.7,-0.37,1.41
7990,27094.0,2.15,10.06,0.34,3.79,-0.32,1.43
7991,27097.0,2.17,9.93,0.59,3.86,-0.29,1.49
7992,27101.0,2.13,9.52,0.51,3.77,-0.3,1.56
7993,27104.0,2.26,9.31,0.34,3.6,-0.3,1.57
7994,27107.0,2.58,9.38,0.11,3.35,-0.3,1.55
7995,27110.0,2.82,9.56,-0.31,3.08,-0.31,1.5
7996,27113.0,2.84,9.66,-0.88,2.77,-0.25,1.49
7997,27117.0,2.87,9.91,-0.97,2.57,-0.19,1.53
7998,27120.0,2.87,10.12,-1.16,2.36,-0.14,1.63
7999,27123.0,2.89,9.98,-1.29,2.11,-0.09,1.74
8000,27126.0,2.98,9.89,-1.46,1.81,-0.05,1.83
8001,27130.0,3.18,9.8,-1.48,1.36,0.01,1.9
8002,27133.0,3.21,9.78,-1.44,0.94,0.04,1.92
8003,27136.0,3.15,9.74,-1.53,0.45,0.06,1.92
8004,27139.0,2.82,9.58,-1.33,-0.06,0.09,1.92
8005,27142.0,2.43,9.61,-0.61,-0.63,0.04,1.9
8006,27146.0,3.01,9.29,-1.12,-0.98,-0.02,1.92
8007,27149.0,3.13,8.81,-0.99,-1.12,0.03,1.92
8008,27152.0,3.16,8.51,-0.34,-1.23,0.04,1.88
8009,27155.0,3.13,8.08,-0.05,-1.26,-0.01,1.82
8010,27159.0,3.08,7.32,0.1,-1.07,-0.12,1.67
8011,27162.0,3.12,7.11,0.27,-0.83,-0.23,1.54
8012,27165.0,3.92,6.97,0.99,-0.26,-0.4,1.34
8013,27168.0,3.95,7.66,2.44,0.6,-0.69,1.13
8014,27172.0,3.87,8.65,2.85,2.07,-1.38,1.04
8015,27175.0,3.22,8.02,2.24,2.81,-1.8,1.09
8016,27178.0,1.96,7.93,1.1,3.37,-2.14,1.17
8017,27181.0,1.26,6.82,0.06,3.5,-2.26,1.28
8018,27184.0,1.51,6.58,-0.59,3.43,-2.26,1.27
8019,27188.0,2.37,7.49,-1.02,3.5,-2.27,1.28
8020,27191.0,2.16,6.9,-1.89,3.58,-2.22,1.29
8021,27194.0,2.4,7.06,-2.04,3.48,-2.1,1.26
8022,27197.0,2.82,7.31,-1.77,3.45,-2.04,1.24
8023,27201.0,3.18,7.23,-1.69,3.34,-2.03,1.16
8024,27204.0,3.17,7.54,-1.62,3.29,-2.02,1.08
8025,27207.0,3.46,8.15,-1.4,3.3,-2.05,1.02
8026,27210.0,3.6,8.37,-1.81,3.34,-2.1,1.01
8027,27213.0,3.41,7.94,-2.49,3.37,-2.12,1.01
8028,27217.0,3.45,7.46,-3.27,3.34,-2.07,1.02
8029,27220.0,3.47,7.22,-3.64,3.33,-2.02,1.03
8030,27223.0,3.5,7.07,-3.91,3.31,-1.96,1.05
8031,27226.0,3.59,7.07,-4.04,3.28,-1.89,1.07
8032,27230.0,3.71,7.21,-3.97,3.26,-1.83,1.09
8033,27233.0,3.72,7.34,-3.82,3.26,-1.82,1.12
8034,27236.0,3.63,7.45,-3.51,3.29,-1.84,1.15
8035,27239.0,3.41,7.58,-3.21,3.36,-1.94,1.18
8036,27243.0,3.89,7.52,-4.13,3.37,-1.99,1.22
8037,27246.0,4.04,7.55,-4.22,3.36,-1.94,1.23
8038,27249.0,4.13,7.59,-4.37,3.33,-1.9,1.23
8039,27252.0,4.18,7.65,-4.43,3.31,-1.86,1.23
8040,27256.0,4.16,7.75,-4.46,3.28,-1.83,1.23
8041,27259.0,4.2,7.81,-4.34,3.28,-1.79,1.24
8042,27262.0,4.15,7.85,-4.23,3.28,-1.79,1.25
8043,27265.0,4.12,7.85,-4.07,3.3,-1.8,1.25
8044,27268.0,4.09,7.87,-4.05,3.32,-1.82,1.24
8045,27272.0,4.0,7.91,-4.14,3.34,-1.84,1.23
8046,27275.0,3.95,7.86,-4.22,3.34,-1.85,1.23
8047,27278.0,3.85,7.76,-4.24,3.35,-1.87,1.23
8048,27281.0,3.86,7.73,-4.22,3.37,-1.9,1.23
8049,27285.0,3.88,7.67,-4.24,3.43,-1.95,1.23
8050,27288.0,3.98,7.55,-4.67,3.51,-2.0,1.23
8051,27291.0,4.0,7.45,-5.11,3.53,-2.01,1.22
8052,27294.0,4.08,7.42,-5.43,3.53,-1.97,1.23
8053,27297.0,4.16,7.41,-5.61,3.51,-1.93,1.24
8054,27301.0,4.28,7.43,-5.66,3.49,-1.86,1.26
8055,27304.0,4.39,7.55,-5.67,3.5,-1.83,1.26
8056,27307.0,4.47,7.61,-5.65,3.51,-1.79,1.25
8057,27310.0,4.47,7.56,-5.74,3.51,-1.75,1.24
8058,27314.0,4.41,7.39,-5.92,3.49,-1.7,1.23
8059,27317.0,4.37,7.13,-6.2,3.45,-1.62,1.22
8060,27320.0,4.33,6.91,-6.42,3.44,-1.57,1.21
8061,27323.0,4.3,6.71,-6.65,3.43,-1.53,1.21
8062,27327.0,4.27,6.58,-6.83,3.43,-1.48,1.22
8063,27330.0,4.29,6.48,-7.02,3.41,-1.41,1.23
8064,27333.0,4.3,6.45,-7.1,3.41,-1.37,1.23
8065,27336.0,4.33,6.33,-6.99,3.4,-1.33,1.24
8066,27339.0,4.53,4.45,-3.86,3.81,-1.49,1.11
8067,27343.0,3.8,4.97,-4.83,4.54,-1.92,0.86
8068,27346.0,3.65,5.63,-5.82,4.85,-2.1,0.76
8069,27349.0,3.56,6.15,-6.49,4.95,-2.14,0.74
8070,27352.0,3.52,5.91,-6.47,5.05,-2.16,0.75
8071,27356.0,3.5,5.74,-6.37,5.17,-2.2,0.73
8072,27359.0,3.57,5.86,-6.42,5.4,-2.28,0.69
8073,27362.0,3.55,5.87,-6.59,5.57,-2.33,0.68
8074,27365.0,3.6,5.85,-6.77,5.73,-2.37,0.69
8075,27369.0,3.66,5.73,-7.18,5.88,-2.4,0.69
8076,27372.0,3.83,5.83,-7.66,6.04,-2.41,0.69
8077,27375.0,3.99,5.83,-8.04,6.14,-2.4,0.69
8078,27378.0,4.1,5.82,-8.3,6.22,-2.38,0.69
8079,27382.0,4.24,5.78,-8.57,6.29,-2.36,0.69
8080,27385.0,4.41,5.69,-8.84,6.37,-2.35,0.69
8081,27388.0,4.55,5.51,-9.2,6.47,-2.33,0.68
8082,27391.0,4.66,5.37,-9.48,6.55,-2.33,0.66
8083,27394.0,4.7,5.3,-9.77,6.62,-2.33,0.65
8084,27398.0,4.75,5.15,-10.11,6.69,-2.31,0.64
8085,27401.0,4.72,4.86,-10.46,6.82,-2.28,0.63
8086,27404.0,4.73,4.66,-10.66,6.91,-2.27,0.64
8087,27407.0,4.81,4.49,-10.66,7.04,-2.28,0.64
8088,27411.0,4.78,4.19,-10.84,7.22,-2.32,0.62
8089,27414.0,4.66,3.83,-11.1,7.46,-2.36,0.59
8090,27417.0,4.61,3.68,-11.18,7.62,-2.4,0.56
8091,27430.0,4.14,3.4,-12.05,8.11,-2.34,0.41
8092,27434.0,3.98,3.32,-12.16,8.04,-2.27,0.43
8093,27437.0,3.84,3.22,-12.36,7.87,-2.14,0.46
8094,27440.0,3.8,3.18,-12.43,7.68,-2.03,0.5
8095,27443.0,3.8,3.29,-12.38,7.47,-1.92,0.54
8096,27447.0,3.81,3.56,-12.27,7.25,-1.85,0.63
8097,27450.0,4.07,4.74,-12.12,7.02,-1.81,0.87
8098,27453.0,3.59,4.07,-12.62,6.98,-1.79,1.13
8099,27456.0,3.58,3.63,-12.64,7.03,-1.67,1.35
8100,27460.0,3.27,2.27,-12.16,6.97,-1.6,1.53
8101,27463.0,3.1,1.47,-11.84,6.82,-1.53,1.61
8102,27466.0,3.03,0.81,-11.48,6.52,-1.53,1.64
8103,27469.0,2.92,0.78,-11.51,6.23,-1.57,1.64
8104,27473.0,2.73,0.71,-11.9,5.92,-1.57,1.66
8105,27476.0,2.62,0.62,-12.32,5.66,-1.51,1.7
8106,27479.0,2.65,0.56,-12.67,5.36,-1.36,1.8
8107,27482.0,2.66,0.45,-12.73,5.18,-1.25,1.88
8108,27485.0,2.4,0.24,-12.62,4.97,-1.16,1.97
8109,27489.0,2.35,-0.05,-12.55,4.68,-1.06,2.06
8110,27492.0,2.43,-0.17,-12.28,4.21,-0.96,2.18
8111,27495.0,2.6,-0.31,-12.63,3.83,-0.92,2.26
8112,27498.0,2.65,-0.79,-13.08,3.53,-0.81,2.29
8113,27502.0,2.76,-1.23,-13.31,3.32,-0.68,2.25
8114,27505.0,2.86,-1.39,-13.37,3.16,-0.56,2.18
8115,27508.0,2.84,-1.42,-13.23,2.97,-0.43,2.12
8116,27511.0,2.83,-1.49,-13.23,2.82,-0.35,2.1
8117,27515.0,2.7,-1.58,-13.24,2.7,-0.26,2.09
8118,27518.0,2.65,-1.6,-13.13,2.6,-0.17,2.08
8119,27521.0,2.58,-1.67,-12.88,2.46,-0.08,2.08
8120,27524.0,2.5,-1.63,-12.52,2.34,-0.07,2.11
8121,27528.0,2.3,-1.56,-12.19,2.18,-0.13,2.18
8122,27531.0,1.97,-1.43,-12.01,1.98,-0.27,2.3
8123,27534.0,1.92,-1.42,-12.25,1.69,-0.46,2.48
8124,27537.0,1.94,-1.52,-12.44,1.51,-0.53,2.61
8125,27541.0,1.85,-1.5,-12.42,1.34,-0.58,2.7
8126,27544.0,1.49,-1.47,-12.36,1.17,-0.66,2.78
8127,27547.0,1.17,-1.49,-12.56,0.94,-0.77,2.86
8128,27550.0,1.3,-1.76,-13.04,0.8,-0.77,2.87
8129,27554.0,1.28,-2.05,-13.29,0.75,-0.69,2.84
8130,27557.0,1.26,-2.22,-13.45,0.71,-0.57,2.77
8131,27560.0,1.57,-2.46,-13.52,0.66,-0.35,2.66
8132,27563.0,1.66,-2.53,-13.33,0.64,-0.21,2.57
8133,27567.0,1.88,-2.63,-13.36,0.62,-0.08,2.48
8134,27570.0,2.16,-2.62,-13.38,0.63,0.06,2.39
8135,27573.0,2.39,-2.59,-13.27,0.66,0.23,2.28
8136,27587.0,2.04,-2.48,-12.97,0.48,0.35,2.2
8137,27590.0,1.98,-2.42,-12.99,0.36,0.3,2.22
8138,27593.0,2.06,-2.34,-13.05,0.21,0.25,2.27
8139,27596.0,2.12,-2.35,-13.14,0.01,0.19,2.34
8140,27599.0,2.31,-2.45,-13.24,-0.13,0.17,2.39
8141,27603.0,2.38,-2.57,-13.19,-0.25,0.16,2.43
8142,27606.0,2.43,-2.55,-13.19,-0.35,0.14,2.45
8143,27609.0,2.65,-2.53,-13.24,-0.48,0.12,2.5
8144,27612.0,2.64,-2.59,-13.22,-0.55,0.13,2.52
8145,27616.0,2.51,-2.61,-13.22,-0.6,0.12,2.52
8146,27619.0,2.54,-2.59,-13.24,-0.62,0.14,2.51
8147,27622.0,2.56,-2.53,-13.15,-0.59,0.18,2.48
8148,27625.0,2.5,-2.49,-13.03,-0.55,0.2,2.46
8149,27629.0,2.43,-2.43,-12.92,-0.5,0.19,2.44
8150,27632.0,2.31,-2.44,-12.85,-0.44,0.18,2.42
8151,27635.0,2.16,-2.4,-12.89,-0.38,0.15,2.4
8152,27638.0,2.15,-2.39,-12.9,-0.35,0.14,2.39
8153,27642.0,2.18,-2.39,-12.95,-0.34,0.14,2.37
8154,27645.0,2.2,-2.42,-13.06,-0.32,0.12,2.35
8155,27648.0,2.21,-2.36,-13.34,-0.29,0.12,2.32
8156,27651.0,2.16,-2.27,-13.54,-0.25,0.12,2.3
8157,27655.0,2.13,-2.14,-13.79,-0.25,0.13,2.29
8158,27658.0,2.14,-2.05,-14.04,-0.28,0.16,2.3
8159,27661.0,2.14,-1.93,-14.25,-0.37,0.21,2.33
8160,27664.0,2.13,-1.97,-14.36,-0.48,0.24,2.37
8161,27668.0,2.09,-2.01,-14.5,-0.61,0.26,2.41
8162,27671.0,1.95,-2.16,-14.44,-0.75,0.27,2.46
8163,27674.0,1.63,-2.4,-14.39,-0.97,0.23,2.54
8164,27677.0,1.79,-2.45,-14.39,-1.14,0.21,2.61
8165,27681.0,1.85,-2.64,-14.22,-1.29,0.23,2.66
8166,27684.0,1.73,-2.89,-14.17,-1.39,0.21,2.67
8167,27687.0,1.48,-3.02,-14.06,-1.44,0.18,2.67
8168,27690.0,1.23,-3.27,-13.89,-1.43,0.08,2.68
8169,27694.0,1.0,-3.29,-13.86,-1.42,-0.04,2.71
8170,27697.0,1.27,-2.89,-14.02,-1.46,-0.08,2.73
8171,27700.0,1.45,-3.2,-14.39,-1.45,-0.04,2.72
8172,27703.0,1.28,-3.62,-14.53,-1.35,-0.0,2.65
8173,27707.0,1.31,-3.55,-14.4,-1.26,0.04,2.57
8174,27710.0,1.51,-3.31,-14.26,-1.18,0.05,2.5
8175,27723.0,1.94,-2.49,-13.79,-0.78,0.27,2.13
8176,27727.0,1.96,-2.31,-13.72,-0.77,0.29,2.1
8177,27730.0,1.99,-2.22,-13.78,-0.73,0.32,2.08
8178,27733.0,2.04,-2.11,-13.83,-0.65,0.37,2.02
8179,27736.0,2.0,-2.01,-13.66,-0.6,0.42,2.0
8180,27740.0,1.86,-2.26,-13.5,-0.56,0.43,2.0
8181,27743.0,1.65,-2.38,-13.4,-0.56,0.43,1.98
8182,27746.0,1.47,-2.45,-13.32,-0.56,0.42,1.97
8183,27749.0,1.25,-2.33,-13.24,-0.59,0.42,1.95
8184,27753.0,0.96,-2.16,-13.22,-0.65,0.43,1.97
8185,27756.0,0.45,-2.08,-13.28,-0.74,0.45,2.03
8186,27759.0,-0.61,-2.26,-13.59,-0.93,0.52,2.15
8187,27762.0,-1.19,-2.74,-13.34,-1.25,0.59,2.32
8188,27766.0,-0.94,-3.17,-13.46,-1.56,0.58,2.42
8189,27769.0,-0.2,-3.44,-13.11,-1.88,0.53,2.43
8190,27772.0,1.85,-3.45,-8.45,-2.5,0.42,2.41
8191,27776.0,4.22,-1.8,-5.93,-4.07,-0.25,2.4
8192,27779.0,3.63,0.05,-7.83,-4.33,-0.71,2.32
8193,27782.0,2.57,0.67,-11.23,-3.8,-0.72,2.15
8194,27785.0,2.03,0.33,-14.1,-3.24,-0.33,2.04
8195,27789.0,1.75,-0.14,-14.53,-2.8,0.19,2.12
8196,27792.0,1.5,-0.83,-13.88,-2.44,0.26,2.25
8197,27795.0,1.48,-1.87,-13.67,-2.02,0.23,2.23
8198,27798.0,1.67,-2.53,-13.43,-1.54,0.28,2.01
8199,27801.0,1.75,-2.34,-13.17,-0.81,0.43,1.6
8200,27805.0,1.58,-1.88,-13.07,-0.44,0.49,1.38
8201,27808.0,1.47,-1.66,-13.07,-0.26,0.46,1.31
8202,27811.0,1.47,-1.75,-13.32,-0.21,0.37,1.29
8203,27814.0,1.63,-1.9,-13.68,-0.23,0.28,1.25
8204,27818.0,1.75,-1.86,-13.8,-0.28,0.21,1.21
8205,27821.0,1.85,-1.79,-13.89,-0.38,0.11,1.19
8206,27824.0,1.87,-1.68,-13.84,-0.53,-0.01,1.21
8207,27827.0,1.7,-1.6,-13.72,-0.73,-0.16,1.24
8208,27831.0,1.51,-1.54,-13.6,-0.82,-0.27,1.24
8209,27834.0,1.28,-1.6,-13.62,-0.85,-0.37,1.22
8210,27837.0,1.08,-1.63,-13.73,-0.86,-0.46,1.19
8211,27841.0,0.82,-1.56,-13.93,-0.86,-0.52,1.15
8212,27854.0,0.66,-1.41,-14.42,-0.9,-0.04,0.99
8213,27857.0,0.74,-1.39,-14.27,-0.97,0.1,0.94
8214,27861.0,0.9,-1.29,-14.08,-1.07,0.27,0.89
8215,27864.0,1.06,-1.21,-13.89,-1.13,0.37,0.86
8216,27867.0,1.24,-1.14,-13.76,-1.16,0.44,0.83
8217,27870.0,1.41,-1.07,-13.65,-1.17,0.5,0.81
8218,27874.0,1.64,-0.95,-13.54,-1.19,0.55,0.78
8219,27877.0,1.76,-0.89,-13.52,-1.2,0.59,0.76
8220,27880.0,1.85,-0.83,-13.47,-1.21,0.63,0.75
8221,27883.0,1.9,-0.77,-13.48,-1.22,0.67,0.73
8222,27887.0,1.97,-0.7,-13.58,-1.27,0.74,0.71
8223,27890.0,1.99,-0.67,-13.61,-1.32,0.8,0.7
8224,27893.0,2.06,-0.68,-13.61,-1.37,0.86,0.68
8225,27896.0,2.18,-0.66,-13.54,-1.41,0.9,0.66
8226,27899.0,2.36,-0.55,-13.65,-1.41,0.94,0.63
8227,27903.0,2.54,-0.51,-13.71,-1.43,0.97,0.63
8228,27906.0,2.67,-0.52,-13.67,-1.46,0.98,0.63
8229,27909.0,2.89,-0.31,-13.74,-1.54,0.95,0.66
8230,27912.0,3.16,-0.08,-13.88,-1.71,0.92,0.73
8231,27916.0,3.36,-0.01,-13.89,-1.81,0.91,0.76
8232,27919.0,3.52,0.13,-14.03,-1.92,0.9,0.78
8233,27922.0,3.64,0.23,-14.0,-2.08,0.88,0.82
8234,27925.0,3.63,0.41,-14.06,-2.24,0.84,0.87
8235,27929.0,3.49,0.41,-14.21,-2.49,0.8,0.96
8236,27932.0,3.32,0.27,-13.46,-2.67,0.77,1.02
8237,27935.0,2.5,0.72,-11.3,-2.27,0.44,1.06
8238,27938.0,2.3,0.5,-11.6,-1.62,0.03,1.13
8239,27942.0,2.6,-0.1,-12.63,-0.94,-0.24,1.15
8240,27945.0,2.64,-0.45,-13.31,-0.55,-0.25,1.06
8241,27948.0,2.56,-0.42,-13.78,-0.33,-0.18,0.91
8242,27951.0,2.6,-0.13,-14.23,-0.29,-0.1,0.78
8243,27955.0,2.62,0.17,-14.62,-0.4,0.11,0.69
8244,27958.0,2.78,0.45,-14.74,-0.52,0.32,0.7
8245,27961.0,2.95,0.3,-14.53,-0.71,0.55,0.73
8246,27964.0,3.06,0.39,-14.36,-0.91,0.75,0.76
8247,27968.0,3.11,0.53,-14.07,-1.16,0.97,0.78
8248,27971.0,3.12,0.62,-13.79,-1.28,1.11,0.77
8249,27974.0,3.22,0.46,-13.46,-1.36,1.22,0.77
8250,27977.0,3.28,0.49,-13.23,-1.45,1.29,0.77
8251,27980.0,3.37,0.41,-13.07,-1.5,1.3,0.77
8252,27984.0,3.32,0.07,-12.97,-1.68,1.23,0.74
8253,27987.0,3.31,0.17,-13.06,-1.78,1.16,0.72
8254,27990.0,3.31,0.29,-13.17,-1.88,1.1,0.71
8255,28004.0,3.59,0.51,-13.11,-2.36,0.99,0.68
8256,28007.0,3.6,0.56,-13.1,-2.47,1.04,0.68
8257,28010.0,3.62,0.64,-13.04,-2.58,1.1,0.68
8258,28013.0,3.65,0.98,-12.98,-2.73,1.16,0.69
8259,28017.0,3.64,1.56,-12.98,-2.93,1.21,0.72
8260,28020.0,3.39,1.66,-13.08,-3.28,1.26,0.76
8261,28023.0,3.11,1.18,-13.16,-3.51,1.3,0.75
8262,28026.0,2.94,0.66,-13.31,-3.67,1.36,0.73
8263,28029.0,2.98,0.51,-13.23,-3.76,1.43,0.72
8264,28033.0,3.17,1.59,-12.96,-3.96,1.46,0.74
8265,28036.0,3.03,1.58,-12.8,-4.13,1.4,0.75
8266,28039.0,3.12,1.86,-12.79,-4.26,1.33,0.73
8267,28042.0,3.26,2.48,-12.9,-4.42,1.28,0.73
8268,28046.0,3.11,2.88,-13.0,-4.65,1.26,0.8
8269,28049.0,2.95,2.74,-13.13,-4.74,1.27,0.82
8270,28052.0,3.14,2.95,-13.17,-4.82,1.3,0.83
8271,28055.0,3.34,3.04,-12.98,-4.91,1.32,0.84
8272,28059.0,3.44,3.23,-12.89,-4.99,1.34,0.86
8273,28062.0,3.46,3.1,-12.84,-4.99,1.36,0.86
8274,28065.0,3.63,2.74,-12.49,-4.98,1.41,0.85
8275,28068.0,3.95,2.69,-12.15,-5.03,1.44,0.85
8276,28071.0,3.99,3.07,-12.09,-5.07,1.47,0.86
8277,28075.0,3.92,3.55,-12.13,-5.08,1.53,0.85
8278,28078.0,3.85,3.96,-12.28,-5.02,1.58,0.84
8279,28081.0,3.97,4.57,-12.54,-4.88,1.64,0.85
8280,28084.0,4.11,4.21,-12.08,-4.77,1.73,0.91
8281,28088.0,4.91,4.64,-12.67,-4.76,1.72,0.98
8282,28091.0,4.22,4.39,-12.25,-4.69,1.61,1.07
8283,28094.0,4.37,4.72,-12.65,-4.77,1.65,1.12
8284,28097.0,4.49,4.77,-12.95,-4.77,1.72,1.16
8285,28101.0,4.0,4.25,-12.46,-4.9,1.83,1.2
8286,28104.0,4.9,4.75,-13.21,-5.19,1.99,1.26
8287,28107.0,4.27,4.04,-12.46,-5.44,2.02,1.31
8288,28110.0,3.95,3.36,-11.41,-5.87,2.6,1.44
8289,28113.0,3.96,3.92,-11.07,-6.18,3.02,1.59
8290,28117.0,4.24,4.78,-11.46,-6.46,3.22,1.67
8291,28120.0,3.89,4.7,-11.36,-6.64,3.2,1.64
8292,28123.0,3.74,5.21,-11.86,-6.63,3.09,1.65
8293,28126.0,3.55,5.23,-11.24,-6.53,3.23,1.71
8294,28130.0,4.01,5.66,-11.37,-6.33,3.24,1.75
8295,28133.0,3.42,5.0,-10.41,-6.18,3.2,1.67
8296,28136.0,3.98,5.2,-10.27,-6.1,3.18,1.57
8297,28139.0,4.06,5.18,-10.2,-6.04,3.09,1.46
8298,28143.0,3.52,4.8,-9.47,-6.06,3.06,1.41
8299,28146.0,3.88,5.13,-8.94,-6.09,3.04,1.41
8300,28149.0,4.06,5.34,-8.66,-6.09,2.92,1.4
8301,28152.0,4.27,5.58,-8.83,-6.04,2.79,1.4
8302,28155.0,4.11,5.81,-8.75,-5.98,2.65,1.38
8303,28159.0,5.01,6.37,-8.82,-5.91,2.63,1.44
8304,28162.0,5.17,6.26,-8.37,-5.67,2.55,1.47
8305,28165.0,4.68,6.07,-8.26,-5.55,2.53,1.52
8306,28168.0,4.81,5.69,-7.85,-5.5,2.67,1.57
8307,28172.0,5.08,5.65,-7.51,-5.46,2.81,1.61
8308,28175.0,4.87,5.2,-6.87,-5.39,2.69,1.58
8309,28178.0,4.57,5.24,-6.71,-5.35,2.73,1.59
8310,28181.0,5.08,5.43,-6.46,-5.22,2.74,1.63
8311,28185.0,5.73,5.97,-6.39,-5.05,2.64,1.65
8312,28188.0,5.49,5.89,-6.28,-4.86,2.34,1.56
8313,28191.0,5.27,5.85,-6.39,-4.62,2.24,1.48
8314,28194.0,5.69,6.0,-6.3,-4.45,2.28,1.5
8315,28197.0,6.0,5.81,-6.0,-4.34,2.26,1.51
8316,28201.0,6.23,5.83,-5.74,-4.27,2.14,1.47
8317,28204.0,6.3,5.84,-5.7,-4.24,1.96,1.49
8318,28207.0,7.16,6.28,-5.76,-4.22,1.95,1.57
8319,28210.0,8.25,6.49,-5.71,-4.22,1.87,1.66
8320,28214.0,8.23,6.61,-5.76,-4.23,1.77,1.69
8321,28217.0,6.74,6.24,-5.99,-4.33,1.67,1.71
